PlateSanofi_Well,Plate,Well,tags,Eccent,R/N,Nuclei,Surface_nucleus,G/N,Plate_Sanofi,CPD_ID,Concentration
Plaque cell 5_H21,4178_Plaque cell 5_20122017_1117,H21,,0.771286,0.0879861,1755,105.637,0.263401,Plaque cell 5,EC_11187672,2.35E-08
Plaque cell 5_H22,4178_Plaque cell 5_20122017_1117,H22,,0.743483,0.345428,2644,101.232,0.263711,Plaque cell 5,EC_11187672,7.06E-09
Plaque cell 5_H23,4178_Plaque cell 5_20122017_1117,H23,,0.758202,0.107082,1614,109.15,0.264204,Plaque cell 5,EC_11187672,2.12E-09
Plaque cell 5_H24,4178_Plaque cell 5_20122017_1117,H24,,0.764316,0.0502442,1223,110.211,0.297294,Plaque cell 5,EC_11187672,6.35E-10
Plaque cell 6_H15,4179_Plaque cell 6_20122017_1142,H15,,0.747303,0.150288,1977,105.869,0.295123,Plaque cell 6,EC_11187672,3.23E-05
Plaque cell 6_H16,4179_Plaque cell 6_20122017_1142,H16,,0.765531,0.107945,2022,101.857,0.324732,Plaque cell 6,EC_11187672,9.68E-06
Plaque cell 6_H17,4179_Plaque cell 6_20122017_1142,H17,,0.768333,0.107055,1869,109.169,0.422346,Plaque cell 6,EC_11187672,2.90E-06
Plaque cell 6_H18,4179_Plaque cell 6_20122017_1142,H18,,0.764047,0.121967,1863,105.311,0.447458,Plaque cell 6,EC_11187672,8.71E-07
Plaque cell 6_H19,4179_Plaque cell 6_20122017_1142,H19,,0.746591,0.104143,1985,107.629,0.362476,Plaque cell 6,EC_11187672,2.61E-07
Plaque cell 6_H20,4179_Plaque cell 6_20122017_1142,H20,,0.753397,0.0959373,1779,107.565,0.305029,Plaque cell 6,EC_11187672,7.84E-08
Plaque cell 6_H21,4179_Plaque cell 6_20122017_1142,H21,,0.766053,0.079724,1924,104.905,0.41851,Plaque cell 6,EC_11187672,2.35E-08
Plaque cell 6_H22,4179_Plaque cell 6_20122017_1142,H22,,0.765568,0.132377,1913,103.993,0.35332,Plaque cell 6,EC_11187672,7.06E-09
Plaque cell 6_H23,4179_Plaque cell 6_20122017_1142,H23,,0.758146,0.148935,1854,108.921,0.35797,Plaque cell 6,EC_11187672,2.12E-09
Plaque cell 6_H24,4179_Plaque cell 6_20122017_1142,H24,,0.732515,0.128014,1630,112.087,0.277095,Plaque cell 6,EC_11187672,6.35E-10
Plaque cell 7_D05,4180_Plaque cell 7_20122017_1207,D05,,0.734616,0.307036,1569,107.342,0.522044,Plaque cell 7,EC_11187829,3.23E-05
Plaque cell 7_D06,4180_Plaque cell 7_20122017_1207,D06,,0.757589,0.0988825,1678,102.811,0.342191,Plaque cell 7,EC_11187829,9.68E-06
Plaque cell 7_D07,4180_Plaque cell 7_20122017_1207,D07,,0.759308,0.198622,2064,102.417,0.400969,Plaque cell 7,EC_11187829,2.90E-06
Plaque cell 7_D08,4180_Plaque cell 7_20122017_1207,D08,,0.756709,0.0984335,1842,100.69,0.338137,Plaque cell 7,EC_11187829,8.71E-07
Plaque cell 7_D09,4180_Plaque cell 7_20122017_1207,D09,,0.767965,0.131409,2020,101.813,0.405448,Plaque cell 7,EC_11187829,2.61E-07
Plaque cell 7_D10,4180_Plaque cell 7_20122017_1207,D10,,0.779637,0.109766,1868,99.3318,0.413405,Plaque cell 7,EC_11187829,7.84E-08
Plaque cell 7_D11,4180_Plaque cell 7_20122017_1207,D11,,0.756825,0.11893,1957,101.59,0.299118,Plaque cell 7,EC_11187829,2.35E-08
Plaque cell 7_D12,4180_Plaque cell 7_20122017_1207,D12,,0.763938,0.141107,2021,99.1441,0.316363,Plaque cell 7,EC_11187829,7.06E-09
Plaque cell 7_D13,4180_Plaque cell 7_20122017_1207,D13,,0.764225,0.11582,1993,102.059,0.361807,Plaque cell 7,EC_11187829,2.12E-09
Plaque cell 7_D14,4180_Plaque cell 7_20122017_1207,D14,,0.758947,0.136055,1819,103.93,0.287952,Plaque cell 7,EC_11187829,6.35E-10
Plaque cell 8_D05,4181_Plaque cell 8_20122017_1232,D05,,0.74685,0.238214,1589,98.9945,0.423216,Plaque cell 8,EC_11187829,3.23E-05
Plaque cell 8_D06,4181_Plaque cell 8_20122017_1232,D06,,0.765994,0.230491,1886,94.8996,0.409195,Plaque cell 8,EC_11187829,9.68E-06
Plaque cell 8_D07,4181_Plaque cell 8_20122017_1232,D07,,0.764751,0.20116,1900,102.45,0.323972,Plaque cell 8,EC_11187829,2.90E-06
Plaque cell 8_D08,4181_Plaque cell 8_20122017_1232,D08,,0.78575,0.0987471,1636,92.0215,0.35137,Plaque cell 8,EC_11187829,8.71E-07
Plaque cell 8_D09,4181_Plaque cell 8_20122017_1232,D09,,0.76198,0.225812,2279,101.875,0.296382,Plaque cell 8,EC_11187829,2.61E-07
Plaque cell 8_D10,4181_Plaque cell 8_20122017_1232,D10,,0.762162,0.143065,1814,100.953,0.300559,Plaque cell 8,EC_11187829,7.84E-08
Plaque cell 8_D11,4181_Plaque cell 8_20122017_1232,D11,,0.775278,0.150263,1789,104.355,0.367203,Plaque cell 8,EC_11187829,2.35E-08
Plaque cell 8_D12,4181_Plaque cell 8_20122017_1232,D12,,0.78068,0.14789,1847,99.9966,0.31903,Plaque cell 8,EC_11187829,7.06E-09
Plaque cell 8_D13,4181_Plaque cell 8_20122017_1232,D13,,0.792201,0.132382,1929,99.5677,0.350737,Plaque cell 8,EC_11187829,2.12E-09
Plaque cell 8_D14,4181_Plaque cell 8_20122017_1232,D14,,0.780285,0.107161,1694,99.021,0.331855,Plaque cell 8,EC_11187829,6.35E-10
Plaque cell 9_D05,4182_Plaque cell 9_20122017_1257,D05,,0.712581,0.335357,1926,107.471,0.422953,Plaque cell 9,EC_11187829,3.23E-05
Plaque cell 9_D06,4182_Plaque cell 9_20122017_1257,D06,,0.745806,0.187493,1838,100.253,0.352672,Plaque cell 9,EC_11187829,9.68E-06
Plaque cell 9_D07,4182_Plaque cell 9_20122017_1257,D07,,0.760016,0.177164,1968,100.647,0.371952,Plaque cell 9,EC_11187829,2.90E-06
Plaque cell 9_D08,4182_Plaque cell 9_20122017_1257,D08,,0.768572,0.105779,1764,101.363,0.302477,Plaque cell 9,EC_11187829,8.71E-07
Plaque cell 9_D09,4182_Plaque cell 9_20122017_1257,D09,,0.769771,0.163793,1914,99.9017,0.334315,Plaque cell 9,EC_11187829,2.61E-07
Plaque cell 9_D10,4182_Plaque cell 9_20122017_1257,D10,,0.780971,0.122462,1727,100.532,0.341494,Plaque cell 9,EC_11187829,7.84E-08
Plaque cell 9_D11,4182_Plaque cell 9_20122017_1257,D11,,0.767248,0.166357,1859,105.575,0.330516,Plaque cell 9,EC_11187829,2.35E-08
Plaque cell 9_D12,4182_Plaque cell 9_20122017_1257,D12,,0.774435,0.106841,1826,103.048,0.325653,Plaque cell 9,EC_11187829,7.06E-09
Plaque cell 9_D13,4182_Plaque cell 9_20122017_1257,D13,,0.740572,0.176885,2219,107.77,0.297005,Plaque cell 9,EC_11187829,2.12E-09
Plaque cell 9_D14,4182_Plaque cell 9_20122017_1257,D14,,0.768195,0.146196,1895,103.074,0.353375,Plaque cell 9,EC_11187829,6.35E-10
Plaque cell 7_F15,4180_Plaque cell 7_20122017_1207,F15,,0.705674,0.35994,1580,108.275,0.736651,Plaque cell 7,EC_11187920,3.23E-05
Plaque cell 7_F16,4180_Plaque cell 7_20122017_1207,F16,,0.731623,0.289428,2088,105.282,0.467961,Plaque cell 7,EC_11187920,9.68E-06
Plaque cell 7_F17,4180_Plaque cell 7_20122017_1207,F17,,0.748255,0.167039,2122,103.344,0.373996,Plaque cell 7,EC_11187920,2.90E-06
Plaque cell 7_F18,4180_Plaque cell 7_20122017_1207,F18,,0.778074,0.100127,1848,101.065,0.435721,Plaque cell 7,EC_11187920,8.71E-07
Plaque cell 7_F19,4180_Plaque cell 7_20122017_1207,F19,,0.758163,0.0961612,1713,105.345,0.351822,Plaque cell 7,EC_11187920,2.61E-07
Plaque cell 7_F20,4180_Plaque cell 7_20122017_1207,F20,,0.781608,0.0624114,1631,101.38,0.359949,Plaque cell 7,EC_11187920,7.84E-08
Plaque cell 7_F21,4180_Plaque cell 7_20122017_1207,F21,,0.748215,0.104218,1802,105.234,0.281372,Plaque cell 7,EC_11187920,2.35E-08
Plaque cell 7_F22,4180_Plaque cell 7_20122017_1207,F22,,0.766785,0.0917344,1734,103.577,0.312218,Plaque cell 7,EC_11187920,7.06E-09
Plaque cell 7_F23,4180_Plaque cell 7_20122017_1207,F23,,0.760295,0.0780729,1633,104.964,0.284162,Plaque cell 7,EC_11187920,2.12E-09
Plaque cell 7_F24,4180_Plaque cell 7_20122017_1207,F24,,0.74534,0.0723588,1316,111.479,0.301634,Plaque cell 7,EC_11187920,6.35E-10
Plaque cell 8_F15,4181_Plaque cell 8_20122017_1232,F15,,0.694434,0.439402,1359,108.445,0.683574,Plaque cell 8,EC_11187920,3.23E-05
Plaque cell 8_F16,4181_Plaque cell 8_20122017_1232,F16,,0.74345,0.233746,1619,103.457,0.525487,Plaque cell 8,EC_11187920,9.68E-06
Plaque cell 8_F17,4181_Plaque cell 8_20122017_1232,F17,,0.784887,0.136523,1806,95.889,0.438366,Plaque cell 8,EC_11187920,2.90E-06
Plaque cell 8_F18,4181_Plaque cell 8_20122017_1232,F18,,0.787656,0.0784633,1652,95.1924,0.240604,Plaque cell 8,EC_11187920,8.71E-07
Plaque cell 8_F19,4181_Plaque cell 8_20122017_1232,F19,,0.777481,0.113819,1752,98.6627,0.416299,Plaque cell 8,EC_11187920,2.61E-07
Plaque cell 8_F20,4181_Plaque cell 8_20122017_1232,F20,,0.790182,0.0953018,1747,94.1141,0.329659,Plaque cell 8,EC_11187920,7.84E-08
Plaque cell 8_F21,4181_Plaque cell 8_20122017_1232,F21,,0.779934,0.0620349,1763,97.1379,0.231169,Plaque cell 8,EC_11187920,2.35E-08
Plaque cell 8_F22,4181_Plaque cell 8_20122017_1232,F22,,0.773639,0.090558,1755,97.1104,0.254815,Plaque cell 8,EC_11187920,7.06E-09
Plaque cell 8_F23,4181_Plaque cell 8_20122017_1232,F23,,0.78233,0.0846533,1473,97.6012,0.329479,Plaque cell 8,EC_11187920,2.12E-09
Plaque cell 8_F24,4181_Plaque cell 8_20122017_1232,F24,,0.761794,0.0780637,1140,104.569,0.236634,Plaque cell 8,EC_11187920,6.35E-10
Plaque cell 9_F15,4182_Plaque cell 9_20122017_1257,F15,,0.696245,0.445384,1569,110.336,0.668059,Plaque cell 9,EC_11187920,3.23E-05
Plaque cell 9_F16,4182_Plaque cell 9_20122017_1257,F16,,0.743938,0.267646,1838,102.959,0.492668,Plaque cell 9,EC_11187920,9.68E-06
Plaque cell 9_F17,4182_Plaque cell 9_20122017_1257,F17,,0.746107,0.375506,2547,98.7257,0.348201,Plaque cell 9,EC_11187920,2.90E-06
Plaque cell 9_F18,4182_Plaque cell 9_20122017_1257,F18,,0.777085,0.13123,1972,99.5558,0.42319,Plaque cell 9,EC_11187920,8.71E-07
Plaque cell 9_F19,4182_Plaque cell 9_20122017_1257,F19,,0.757922,0.15449,1977,103.83,0.288056,Plaque cell 9,EC_11187920,2.61E-07
Plaque cell 9_F20,4182_Plaque cell 9_20122017_1257,F20,,0.7538,0.102824,1878,102.211,0.264576,Plaque cell 9,EC_11187920,7.84E-08
Plaque cell 9_F21,4182_Plaque cell 9_20122017_1257,F21,,0.754337,0.167641,2062,103.611,0.317333,Plaque cell 9,EC_11187920,2.35E-08
Plaque cell 9_F22,4182_Plaque cell 9_20122017_1257,F22,,0.76096,0.12557,1657,103.472,0.25719,Plaque cell 9,EC_11187920,7.06E-09
Plaque cell 9_F23,4182_Plaque cell 9_20122017_1257,F23,,0.751042,0.134866,1562,107.823,0.216937,Plaque cell 9,EC_11187920,2.12E-09
Plaque cell 9_F24,4182_Plaque cell 9_20122017_1257,F24,,0.756283,0.0865446,1307,105.476,0.250378,Plaque cell 9,EC_11187920,6.35E-10
Plaque cell 7_I15,4180_Plaque cell 7_20122017_1207,I15,,0.717037,0.247588,2438,98.5062,0.348228,Plaque cell 7,EC_11188016,3.23E-05
Plaque cell 7_I16,4180_Plaque cell 7_20122017_1207,I16,,0.749843,0.12218,2115,103.074,0.320882,Plaque cell 7,EC_11188016,9.68E-06
Plaque cell 7_I17,4180_Plaque cell 7_20122017_1207,I17,,0.757032,0.127182,2016,99.2402,0.292505,Plaque cell 7,EC_11188016,2.90E-06
Plaque cell 7_I18,4180_Plaque cell 7_20122017_1207,I18,,0.771683,0.093936,1970,101.348,0.312518,Plaque cell 7,EC_11188016,8.71E-07
Plaque cell 7_I19,4180_Plaque cell 7_20122017_1207,I19,,0.765575,0.113006,1851,102.041,0.355257,Plaque cell 7,EC_11188016,2.61E-07
Plaque cell 7_I20,4180_Plaque cell 7_20122017_1207,I20,,0.757801,0.0988147,2123,100.356,0.313762,Plaque cell 7,EC_11188016,7.84E-08
Plaque cell 7_I21,4180_Plaque cell 7_20122017_1207,I21,,0.766864,0.101791,1872,97.9814,0.339889,Plaque cell 7,EC_11188016,2.35E-08
Plaque cell 7_I22,4180_Plaque cell 7_20122017_1207,I22,,0.769328,0.0802148,1876,101.696,0.328778,Plaque cell 7,EC_11188016,7.06E-09
Plaque cell 7_I23,4180_Plaque cell 7_20122017_1207,I23,,0.753191,0.0908232,1524,105.686,0.268875,Plaque cell 7,EC_11188016,2.12E-09
Plaque cell 7_I24,4180_Plaque cell 7_20122017_1207,I24,,0.733178,0.13457,1777,107.641,0.230894,Plaque cell 7,EC_11188016,6.35E-10
Plaque cell 8_I15,4181_Plaque cell 8_20122017_1232,I15,,0.719403,0.270802,2400,99.948,0.305831,Plaque cell 8,EC_11188016,3.23E-05
Plaque cell 8_I16,4181_Plaque cell 8_20122017_1232,I16,,0.757563,0.175567,2126,106.779,0.322094,Plaque cell 8,EC_11188016,9.68E-06
Plaque cell 8_I17,4181_Plaque cell 8_20122017_1232,I17,,0.76482,0.118516,1797,102.901,0.220735,Plaque cell 8,EC_11188016,2.90E-06
Plaque cell 8_I18,4181_Plaque cell 8_20122017_1232,I18,,0.763167,0.125985,1862,100.365,0.180901,Plaque cell 8,EC_11188016,8.71E-07
Plaque cell 8_I19,4181_Plaque cell 8_20122017_1232,I19,,0.753781,0.212849,2210,104.529,0.291982,Plaque cell 8,EC_11188016,2.61E-07
Plaque cell 8_I20,4181_Plaque cell 8_20122017_1232,I20,,0.759836,0.175215,2014,104.972,0.285678,Plaque cell 8,EC_11188016,7.84E-08
Plaque cell 8_I21,4181_Plaque cell 8_20122017_1232,I21,,0.778328,0.126198,1765,103.356,0.297535,Plaque cell 8,EC_11188016,2.35E-08
Plaque cell 8_I22,4181_Plaque cell 8_20122017_1232,I22,,0.766539,0.130756,1800,103.249,0.272067,Plaque cell 8,EC_11188016,7.06E-09
Plaque cell 8_I23,4181_Plaque cell 8_20122017_1232,I23,,0.766119,0.128231,1622,104.844,0.19713,Plaque cell 8,EC_11188016,2.12E-09
Plaque cell 8_I24,4181_Plaque cell 8_20122017_1232,I24,,0.772382,0.128514,1124,107.678,0.234275,Plaque cell 8,EC_11188016,6.35E-10
Plaque cell 9_I15,4182_Plaque cell 9_20122017_1257,I15,,0.705488,0.279649,2545,102.379,0.287098,Plaque cell 9,EC_11188016,3.23E-05
Plaque cell 9_I16,4182_Plaque cell 9_20122017_1257,I16,,0.749168,0.187817,2260,104.967,0.316742,Plaque cell 9,EC_11188016,9.68E-06
Plaque cell 9_I17,4182_Plaque cell 9_20122017_1257,I17,,0.760114,0.12045,1910,103.631,0.248189,Plaque cell 9,EC_11188016,2.90E-06
Plaque cell 9_I18,4182_Plaque cell 9_20122017_1257,I18,,0.745604,0.18233,2295,105.873,0.297943,Plaque cell 9,EC_11188016,8.71E-07
Plaque cell 9_I19,4182_Plaque cell 9_20122017_1257,I19,,0.764827,0.101437,1890,104.729,0.261672,Plaque cell 9,EC_11188016,2.61E-07
Plaque cell 9_I20,4182_Plaque cell 9_20122017_1257,I20,,0.759995,0.249408,2305,99.1824,0.268194,Plaque cell 9,EC_11188016,7.84E-08
Plaque cell 9_I21,4182_Plaque cell 9_20122017_1257,I21,,0.769105,0.0962037,1789,100.383,0.271999,Plaque cell 9,EC_11188016,2.35E-08
Plaque cell 9_I22,4182_Plaque cell 9_20122017_1257,I22,,0.743266,0.142023,1745,107.809,0.229332,Plaque cell 9,EC_11188016,7.06E-09
Plaque cell 9_I23,4182_Plaque cell 9_20122017_1257,I23,,0.765909,0.118119,1623,102.758,0.293637,Plaque cell 9,EC_11188016,2.12E-09
Plaque cell 9_I24,4182_Plaque cell 9_20122017_1257,I24,,0.724452,0.185006,1696,107.489,0.181394,Plaque cell 9,EC_11188016,6.35E-10
Plaque cell 1_A15,4174_Plaque cell 1_20122017_0936,A15,,0.554807,0.279689,1439,112.235,0.00181657,Plaque cell 1,EC_11188057,3.23E-05
Plaque cell 1_A16,4174_Plaque cell 1_20122017_0936,A16,,0.663599,0.670996,4175,84.7049,0.0722307,Plaque cell 1,EC_11188057,9.68E-06
Plaque cell 1_A17,4174_Plaque cell 1_20122017_0936,A17,,0.676497,0.758919,3758,89.8497,0.165841,Plaque cell 1,EC_11188057,2.90E-06
Plaque cell 1_A18,4174_Plaque cell 1_20122017_0936,A18,,0.693503,0.359968,2921,99.6752,0.174706,Plaque cell 1,EC_11188057,8.71E-07
Plaque cell 1_A19,4174_Plaque cell 1_20122017_0936,A19,,0.722282,0.151005,1810,105.748,0.259507,Plaque cell 1,EC_11188057,2.61E-07
Plaque cell 1_A20,4174_Plaque cell 1_20122017_0936,A20,,0.738678,0.130558,1500,109.875,0.265916,Plaque cell 1,EC_11188057,7.84E-08
Plaque cell 1_A21,4174_Plaque cell 1_20122017_0936,A21,,0.755823,0.0762864,1417,105.946,0.274945,Plaque cell 1,EC_11188057,2.35E-08
Plaque cell 1_A22,4174_Plaque cell 1_20122017_0936,A22,,0.738768,0.104643,1613,108.928,0.280497,Plaque cell 1,EC_11188057,7.06E-09
Plaque cell 1_A23,4174_Plaque cell 1_20122017_0936,A23,,0.722851,0.129604,1472,111.159,0.263078,Plaque cell 1,EC_11188057,2.12E-09
Plaque cell 1_A24,4174_Plaque cell 1_20122017_0936,A24,,0.730021,0.0983496,1181,113.291,0.213622,Plaque cell 1,EC_11188057,6.35E-10
Plaque cell 2_A15,4175_Plaque cell 2_20122017_1001,A15,,0.587927,0.12359,795,130.009,0,Plaque cell 2,EC_11188057,3.23E-05
Plaque cell 2_A16,4175_Plaque cell 2_20122017_1001,A16,,0.667877,0.53675,4207,84.8676,0.0718694,Plaque cell 2,EC_11188057,9.68E-06
Plaque cell 2_A17,4175_Plaque cell 2_20122017_1001,A17,,0.680759,0.72065,3809,90.5478,0.17384,Plaque cell 2,EC_11188057,2.90E-06
Plaque cell 2_A18,4175_Plaque cell 2_20122017_1001,A18,,0.690483,0.187967,2492,101.833,0.179539,Plaque cell 2,EC_11188057,8.71E-07
Plaque cell 2_A19,4175_Plaque cell 2_20122017_1001,A19,,0.731766,0.147149,1836,103.073,0.234584,Plaque cell 2,EC_11188057,2.61E-07
Plaque cell 2_A20,4175_Plaque cell 2_20122017_1001,A20,,0.746413,0.116936,1705,104.888,0.254792,Plaque cell 2,EC_11188057,7.84E-08
Plaque cell 2_A21,4175_Plaque cell 2_20122017_1001,A21,,0.765326,0.0695996,1527,103.128,0.284126,Plaque cell 2,EC_11188057,2.35E-08
Plaque cell 2_A22,4175_Plaque cell 2_20122017_1001,A22,,0.733149,0.0725417,1541,111.449,0.23039,Plaque cell 2,EC_11188057,7.06E-09
Plaque cell 2_A23,4175_Plaque cell 2_20122017_1001,A23,,0.73976,0.0693322,1383,107.743,0.25786,Plaque cell 2,EC_11188057,2.12E-09
Plaque cell 2_A24,4175_Plaque cell 2_20122017_1001,A24,,0.739419,0.0657555,1172,112.022,0.207388,Plaque cell 2,EC_11188057,6.35E-10
Plaque cell 3_A15,4176_Plaque cell 3_20122017_1026,A15,,0.543091,0.20359,1508,106.679,0.00178932,Plaque cell 3,EC_11188057,3.23E-05
Plaque cell 3_A16,4176_Plaque cell 3_20122017_1026,A16,,0.657352,0.628144,3958,87.7076,0.082987,Plaque cell 3,EC_11188057,9.68E-06
Plaque cell 3_A17,4176_Plaque cell 3_20122017_1026,A17,,0.672148,0.678574,3717,92.515,0.15636,Plaque cell 3,EC_11188057,2.90E-06
Plaque cell 3_A18,4176_Plaque cell 3_20122017_1026,A18,,0.701115,0.182261,2667,101.259,0.196837,Plaque cell 3,EC_11188057,8.71E-07
Plaque cell 3_A19,4176_Plaque cell 3_20122017_1026,A19,,0.777619,0,843,76.5927,0.0696101,Plaque cell 3,EC_11188057,2.61E-07
Plaque cell 3_A20,4176_Plaque cell 3_20122017_1026,A20,,0.752825,0.0809357,1523,105.689,0.280813,Plaque cell 3,EC_11188057,7.84E-08
Plaque cell 3_A21,4176_Plaque cell 3_20122017_1026,A21,,0.738556,0.106653,1594,108.767,0.237111,Plaque cell 3,EC_11188057,2.35E-08
Plaque cell 3_A22,4176_Plaque cell 3_20122017_1026,A22,,0.753463,0.0576584,1373,108.076,0.25712,Plaque cell 3,EC_11188057,7.06E-09
Plaque cell 3_A23,4176_Plaque cell 3_20122017_1026,A23,,0.738799,0.0719103,1449,107.94,0.22405,Plaque cell 3,EC_11188057,2.12E-09
Plaque cell 3_A24,4176_Plaque cell 3_20122017_1026,A24,,0.742726,0.0584746,1132,110.058,0.213141,Plaque cell 3,EC_11188057,6.35E-10
Plaque cell 7_P05,4180_Plaque cell 7_20122017_1207,P05,,0.733093,0.139981,1664,111.881,0.314612,Plaque cell 7,EC_11188204,3.23E-05
Plaque cell 7_P06,4180_Plaque cell 7_20122017_1207,P06,,0.758926,0.0974601,1547,106.257,0.294706,Plaque cell 7,EC_11188204,9.68E-06
Plaque cell 7_P07,4180_Plaque cell 7_20122017_1207,P07,,0.751142,0.08924,1526,109.271,0.231482,Plaque cell 7,EC_11188204,2.90E-06
Plaque cell 7_P08,4180_Plaque cell 7_20122017_1207,P08,,0.765988,0.0802149,1336,104.846,0.252442,Plaque cell 7,EC_11188204,8.71E-07
Plaque cell 7_P09,4180_Plaque cell 7_20122017_1207,P09,,0.779454,0.0498607,1277,104.35,0.295475,Plaque cell 7,EC_11188204,2.61E-07
Plaque cell 7_P10,4180_Plaque cell 7_20122017_1207,P10,,0.757844,0.0744684,1355,106.563,0.266594,Plaque cell 7,EC_11188204,7.84E-08
Plaque cell 7_P11,4180_Plaque cell 7_20122017_1207,P11,,0.761572,0.077698,1497,105.36,0.312718,Plaque cell 7,EC_11188204,2.35E-08
Plaque cell 7_P12,4180_Plaque cell 7_20122017_1207,P12,,0.761436,0.133617,1621,104.028,0.276817,Plaque cell 7,EC_11188204,7.06E-09
Plaque cell 7_P13,4180_Plaque cell 7_20122017_1207,P13,,0.765055,0.0662019,1649,105.979,0.295162,Plaque cell 7,EC_11188204,2.12E-09
Plaque cell 7_P14,4180_Plaque cell 7_20122017_1207,P14,,0.752068,0.140228,1656,104.032,0.259917,Plaque cell 7,EC_11188204,6.35E-10
Plaque cell 8_P05,4181_Plaque cell 8_20122017_1232,P05,,0.73575,0.26021,2130,100.47,0.240432,Plaque cell 8,EC_11188204,3.23E-05
Plaque cell 8_P06,4181_Plaque cell 8_20122017_1232,P06,,0.78041,0.0610642,1341,100.694,0.282446,Plaque cell 8,EC_11188204,9.68E-06
Plaque cell 8_P07,4181_Plaque cell 8_20122017_1232,P07,,0.77958,0.0586404,1464,98.5908,0.32749,Plaque cell 8,EC_11188204,2.90E-06
Plaque cell 8_P08,4181_Plaque cell 8_20122017_1232,P08,,0.780668,0.0630891,1273,102.269,0.271591,Plaque cell 8,EC_11188204,8.71E-07
Plaque cell 8_P09,4181_Plaque cell 8_20122017_1232,P09,,0.767025,0.135987,1376,101.634,0.325188,Plaque cell 8,EC_11188204,2.61E-07
Plaque cell 8_P10,4181_Plaque cell 8_20122017_1232,P10,,0.754327,0.147848,1533,100.173,0.248451,Plaque cell 8,EC_11188204,7.84E-08
Plaque cell 8_P11,4181_Plaque cell 8_20122017_1232,P11,,0.798485,0.0685763,1337,98.0944,0.309186,Plaque cell 8,EC_11188204,2.35E-08
Plaque cell 8_P12,4181_Plaque cell 8_20122017_1232,P12,,0.77019,0.0915533,1312,105.618,0.270761,Plaque cell 8,EC_11188204,7.06E-09
Plaque cell 8_P13,4181_Plaque cell 8_20122017_1232,P13,,0.777125,0.088682,1354,100.715,0.245314,Plaque cell 8,EC_11188204,2.12E-09
Plaque cell 8_P14,4181_Plaque cell 8_20122017_1232,P14,,0.767023,0.0943271,1310,102.938,0.241337,Plaque cell 8,EC_11188204,6.35E-10
Plaque cell 9_P05,4182_Plaque cell 9_20122017_1257,P05,,0.745787,0.131457,1530,106.836,0.242253,Plaque cell 9,EC_11188204,3.23E-05
Plaque cell 9_P06,4182_Plaque cell 9_20122017_1257,P06,,0.73474,0.263642,1860,101.464,0.234191,Plaque cell 9,EC_11188204,9.68E-06
Plaque cell 9_P07,4182_Plaque cell 9_20122017_1257,P07,,0.748183,0.268449,2071,101.653,0.214559,Plaque cell 9,EC_11188204,2.90E-06
Plaque cell 9_P08,4182_Plaque cell 9_20122017_1257,P08,,0.764552,0.0883349,1379,105.141,0.292032,Plaque cell 9,EC_11188204,8.71E-07
Plaque cell 9_P09,4182_Plaque cell 9_20122017_1257,P09,,0.752859,0.0997845,1359,107.228,0.197042,Plaque cell 9,EC_11188204,2.61E-07
Plaque cell 9_P10,4182_Plaque cell 9_20122017_1257,P10,,0.753378,0.106245,1355,105.069,0.239672,Plaque cell 9,EC_11188204,7.84E-08
Plaque cell 9_P11,4182_Plaque cell 9_20122017_1257,P11,,0.765689,0.129239,1366,101.509,0.29835,Plaque cell 9,EC_11188204,2.35E-08
Plaque cell 9_P12,4182_Plaque cell 9_20122017_1257,P12,,0.763299,0.0909707,1587,103.853,0.283418,Plaque cell 9,EC_11188204,7.06E-09
Plaque cell 9_P13,4182_Plaque cell 9_20122017_1257,P13,,0.756205,0.184701,1635,109.17,0.24036,Plaque cell 9,EC_11188204,2.12E-09
Plaque cell 9_P14,4182_Plaque cell 9_20122017_1257,P14,,0.765456,0.100229,1459,105.358,0.26853,Plaque cell 9,EC_11188204,6.35E-10
Plaque cell 10_D05,4183_Plaque cell 10_20122017_1323,D05,,0.696247,0.519899,3177,95.103,0.309866,Plaque cell 10,EC_11188310,3.23E-05
Plaque cell 10_D06,4183_Plaque cell 10_20122017_1323,D06,,0.741781,0.180763,2054,101.593,0.347029,Plaque cell 10,EC_11188310,9.68E-06
Plaque cell 10_D07,4183_Plaque cell 10_20122017_1323,D07,,0.760954,0.163281,2017,103.482,0.346813,Plaque cell 10,EC_11188310,2.90E-06
Plaque cell 10_D08,4183_Plaque cell 10_20122017_1323,D08,,0.77948,0.118825,1787,98.6083,0.378479,Plaque cell 10,EC_11188310,8.71E-07
Plaque cell 10_D09,4183_Plaque cell 10_20122017_1323,D09,,0.759073,0.17094,2030,102.544,0.343893,Plaque cell 10,EC_11188310,2.61E-07
Plaque cell 10_D10,4183_Plaque cell 10_20122017_1323,D10,,0.772983,0.126316,1826,99.0939,0.392598,Plaque cell 10,EC_11188310,7.84E-08
Plaque cell 10_D11,4183_Plaque cell 10_20122017_1323,D11,,0.762139,0.166179,1976,102.378,0.391264,Plaque cell 10,EC_11188310,2.35E-08
Plaque cell 10_D12,4183_Plaque cell 10_20122017_1323,D12,,0.75704,0.155816,1994,102.627,0.34631,Plaque cell 10,EC_11188310,7.06E-09
Plaque cell 10_D13,4183_Plaque cell 10_20122017_1323,D13,,0.769145,0.137055,1935,101.59,0.405869,Plaque cell 10,EC_11188310,2.12E-09
